TC	svc_c1	svc_c2	svc_c3	svc_c4	svc_c5	svc_c6	svc_c7	svc_c8	svc_c9	svc_c10	svc_c11	svc_c12	svc_c13	svc_c14	svc_c15	svc_c16	svc_c17	svc_c18	svc_c19	svc_c20	svc_c21	svc_c22	svc_c23	svc_c24	svc_c25	svc_c26	svc_c27	svc_c28	svc_c29	svc_c30	svc_c31	svc_c32	svc_c33	svc_c34	svc_c35	svc_c36	svc_c37	svc_c38	svc_c39	svc_c40	svc_c41	svc_c42	svc_c43	svc_c44	svc_c45	svc_c46	svc_c47	svc_c48	svc_c49	svc_c50	svc_c51	svc_c52	svc_c53	svc_c54	svc_c55	svc_c56	svc_c57	svc_c58	svc_c59	svc_c60	svc_c61	svc_c62	svc_c63	svc_c64	svc_c65	svc_c66	svc_c67	svc_c68	svc_c69	svc_c70	svc_c71	svc_c72	soils_c1	soils_c2	soils_c3	soils_c4	soils_c5	soils_c6	soils_c7	soils_c8	soils_c9	soils_c10	soils_c11	slope_width
91	0	0	0	0	0	0.15506	0	0.07042	0.01397	0.11786	0.00432	0	0	0	0.00051	0	0	0	0.01578	0.01156	0	0	0	0.01027	0	0.00964	0	0.03006	0.00333	0	0.00074	0	0	0	0	0	0	0	0	0.29155	0	0.04124	0.06295	0.07931	0.00626	0	0	0	0	0	0	0	0	0	0	0.00293	0.00054	0	0	0	0	0	0.03334	0	0	0	0.03709	0.00075	0	0.00049	0	0	0	0.3616	0.02786	0.05332	0.00074	0	0.48119	0	0.00347	0.07116	0.00049	0.03573
92	0	0	0	0	0	0.16272	0	0.06461	0.02763	0.12042	0.00522	0.00111	0	0	0.01199	0	0.00416	0	0.00648	0.01789	0	0	0	0.00881	0	0.00256	0	0.0216	0.01824	0	7e-04	0	0	0	0	0	0	0	0	0.26227	0	0.03622	0.04929	0.10574	0.00689	0	0	0	0	0	0	0.00216	0	0.00113	0	0.00259	0.00505	0	0	0	0	0	0.01745	0	0.00179	0	0.02461	0.00565	0	0.00506	0	0	0	0.38167	0.04049	0.05121	7e-04	0	0.46042	0	0.01091	0.0495	0.00506	0.03793
93	0	0	0	0	0	0.20836	0	0.0294	0.03979	0.16115	0.04199	0.01619	0	0	0.0185	0	0.00449	0	0.01897	0.00682	0	0	0	0.01066	0	0.00172	0	0.01985	0.00953	0	0.00053	0	0.00662	0	0	0	0	0	0	0.18285	0	0.01345	0.03714	0.10681	0.01392	0.00204	0	0	0	0	0	0.00792	0	0.00257	0	0.00333	0.00606	0	0	0	0	0	0.00995	0	0.00401	0	0.0085	0.00425	0	0.00225	0	4e-04	0	0.49688	0.04877	0.04176	0.00714	0	0.35622	0	0.01989	0.0267	0.00265	0.03578
94	0	0	0	0	0	0.16498	0	0	0	0.15243	0.00961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298	0	0	0	0	0	0	0	0	0	0	0	0.28656	0	0	0	0.34244	0.02351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0.01107	0	0	0	0	0	0	0.327	0	0.00298	0	0	0.65252	0	0	0.01757	0	0.0344
95	0	0	0	0	0	0.07022	0	0	0	0.21555	0.0275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00967	0	0	0	0	0	0	0	0	0	0	0	0.16616	0	0	0	0.35308	0.15006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00789	0	0	0	0	0	0	0.31326	0	0.00967	0	0	0.66918	0	0	0.00789	0	0.0333
96	0	0	0	0	0	0.08233	0	0	0	0.13133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14467	0	0	0	0.29167	0.33333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01667	0	0	0	0	0	0	0.21367	0	0	0	0	0.76967	0	0	0.01667	0	0.02833
97	0	0	0	0	0	0.04277	0	0	0	0.0324	0.02427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0	0	0.51882	0.14286	0	0	0.16073	0.01429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01618	0	0	0	0.03331	0.00367	0	0	0	0	0	0.09944	0	0.0108	0	0	0.8367	0	0	0.05316	0	0.03064
98	0	0	0	0	0	0.08365	0	0	0	0.07772	0.00894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00263	0.01078	0	0	0	0	0	0	0	0	0	0	0.44891	0.14286	0	0	0.1669	0.01677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02014	0	0	0	0.01655	0.00421	0	0	0	0	0	0.17027	0	0.01338	0	0	0.77539	0	0	0.0409	0	0.04011
99	0	0	0	0	0	0.11072	0.00407	0	0.0045	0.10773	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0.01163	0.00201	0	0	0	0	0	0	0	0	0	0	0.38499	0.12073	0	0.01358	0.18038	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0	0	0	0.02719	0.00233	0	0	0	0	0	0.22751	0	0.01392	0	0	0.70274	0	0	0.05583	0	0.04203
100	0	0	0	0	0	0	0	0	0.10949	0	0.22913	0.00052	0	0	0	0.00359	0	0.02726	0	0.00921	0	0	0	0	0	0	0.0211	0	0.04791	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0.01643	0	0.28125	0.00073	0	0	0	0	0	0	0.00847	0	0.04934	0	0.02165	0	0	0	0	0	0	0.01523	0	0.06394	0	0.0945	0	0	0	0	0	0.33915	0.04006	0.06901	0	0	0.29857	0	0.07945	0.17366	0	0.03843
101	0	0	0	0	0	0	0	0	0	0	0.31802	0	0	0	0	0.05868	0	0.01526	0	0.04571	0	0	0	0	0	0	0.01963	0	0.04948	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0.00499	0	0.33809	0	0	0	0	0	0	0	0.02371	0	0.04775	0	0.00357	0	0	0	0	0	0	0	0	0.03529	0	0.0385	0	0	0	0	0	0.31802	0.11952	0.0691	0	0	0.34441	0	0.0749	0.07379	0	0.02731
102	0	0	0	0	0	0	0	0	0	0	0.30668	0	0	0	0	0.02	0	0.02335	0	0.15549	0	0	0	0	0	0	0.03193	0	0.15614	0	0	0	0	0	0	0	0	0.01361	0	0	0	0	0.00025	0	0.14917	0	0	0	0	0	0	0	0.00411	0	0.01294	0	0.02815	0	0	0	0	0	0	0	0	0.08668	0	0.01161	0	0	0	0	0	0.30668	0.19876	0.18806	0	0	0.16303	0	0.04515	0.09829	0	0.02304
103	0	0	0	0	0	0.06399	0.02199	0	0.02448	0.00711	0.2546	0.00236	0	0	0.00428	0.00725	0	0	0	0.00162	0	0	0	0.00213	0	0	0.00787	0	0.00658	0	0	0	0	0	0	0	0	0	0	0.09066	0.08491	0	0.00839	0.00516	0.25432	0.00421	0	0	0	0	0	0.03894	0.06194	0	0	0	0.00419	0	0	0	0	0	0	0.01164	0	0	0	0.0314	0	0	0	0	0	0.37456	0.01315	0.01658	0	0	0.44768	0	0.10508	0.04303	0	0.04855
104	0	0	0	0	0	0.00984	0.01273	0	0.03124	0.00333	0.20399	0	0	0	0	0.02753	0	0	0	0.00623	0	0	0	0	0	0	0.03146	0	0.05106	0	0	0	0	0	0	0	0	0	0	0.15701	0.06447	0	0.04224	0.00247	0.19645	0	0	0	0	0	0	0.03315	0.08947	0	0	0	0.0149	0	0	0	0	0	0	0	0	0.00151	0	0.02093	0	0	0	0	0	0.26107	0.03377	0.08252	0	0	0.46266	0	0.13752	0.02244	0	0.03444
105	0	0	0	0	0	0.04671	0.0272	0	0.0454	0.0025	0.14649	0	0	0	0	0.04795	0	0	0.00605	0.00674	0	0	0	0	0	0	0.01233	0	0.0897	0	0	0	0	0	0	0	0	0	0	0.13608	0.035	0	0.04694	0.00355	0.21635	0	0	0	0	0	0	0.01721	0.0705	0	0	0.00225	0.00409	0	0	0	0	0	0	0	0	0.00882	0.00505	0.02296	0	0	0	0	0	0.26824	0.06074	0.10203	0	0	0.43787	0	0.09405	0.03691	0	0.03267
106	0	0	0	0	0	0.16624	0	0	0	0.05762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58014	0	0	0	0.14685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04196	0	0	0	0	0	0	0	0	0	0	0.2238	0	0.00728	0	0	0.727	0	0	0.04196	0	0.03442
107	0	0	0	0	0	0.03683	0	0	0	0.20643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02823	0	0	0	0.01768	0	0	0	0	0	0	0	0	0	0	0	0.30884	0	0	0	0.28014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07641	0	0	0	0.04541	0	0	0	0	0	0	0.24324	0	0.04588	0	0	0.58896	0	0	0.12186	0	0.03016
108	0	0	0	0	0	0	0	0	0	0.19875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0	0	0	0	0	0	0.23325	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2845	0	0	0	0	0	0	0	0	0	0	0.19875	0	0.0075	0	0	0.50925	0	0	0.2845	0	0.02
109	0	0	0	0	0	0.05196	0	0	0.13781	0.00799	0.00801	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35941	0	0.05857	0.22556	0.04293	0.03789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05481	0	0.00792	0.0059	0	0	0	0	0	0	0	0.2057	0	0.00131	0	0	0.72432	0	0	0.06863	0	0.03473
110	0	0	0	0	0	0.05179	0	0.00177	0.12135	0.03561	0.00617	0	0	0	0.00172	0	0	0	0	0	0	0	0	0.00787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25423	0	0.07879	0.22036	0.13533	0.06125	0	0	0	0	0	0	0.00522	0	0	0	0.00191	0	0	0	0	0	0	0.01505	0	0.00101	0.00042	0.00011	0	0	0	0	0	0	0.2167	0.00172	0.00787	0	0	0.74996	0	0.00712	0.0166	0	0.03518
111	0	0	0	0	0	0.05435	0	0.00421	0.1161	0.14721	0.03297	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0.10781	0	0.01804	0.26164	0.19072	0.05212	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0.00324	0	0	0	0	0	0	0.35482	0	0.00741	0	0	0.63033	0	0.0013	0.00613	0	0.03242
112	0	0	0	0	0	0.02332	0	0.00118	0	0	0.04787	0	0	0	0.02418	0	0.01379	0	0	0.06335	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22646	0	0.00539	0	0	0.46365	0	0	0	0	0	0	0.03984	0	0.00206	0	0	0.0056	0	0	0	0	0	0.08083	0	0	0	0	0	0	0	0	0	0	0.07239	0.10132	0.0025	0	0	0.69546	0	0.0475	0.08083	0	0.02656
113	0	0	0	0	0	0	0	0.01545	0	0	0.21524	0	0	0	0	0	0.03293	0	0	0.53521	0	0	0	0	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15062	0	0	0	0	0	0	0	0	0	0	0	0.04571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23069	0.56814	0.00493	0	0	0.15062	0	0.04571	0	0	0.01367
114	0	0	0	0	0	0	0	0	0	0	0.17629	0	0	0	0	0	0	0	0	0.65179	0	0	0	0	0	0	0	0	0.01479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.13714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17629	0.65179	0.01479	0	0	0.02	0	0.13714	0	0	0.00643
115	0	0	0	0	0	0	0.00525	0	0.0022	0.01826	0.08331	0.00013	0	0	0	0	0	0	0	0.00418	0	0	0	0.00264	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0.0648	0	0.02858	0.11115	0.01015	0.03161	0.06854	0.48149	0.01052	0	0	0	0	0	0	0	0	0	0	0.03025	0	0	0	0.00226	0	0.028	0.01364	0	0.00083	0.00092	0.00086	0	0	0	0	0	0.10918	0.00418	0.00303	0	0	0.80687	0	0.03025	0.0465	0	0.02443
116	0	0	0	0	0.0055	0.00045	0.00776	0.00545	0.00753	0.04723	0.07092	0.00034	0	0.00069	0	0	0.00223	0.001	0.00452	0.01352	0	0	0.00216	0	0.00168	0.00111	0	0.0017	0.00576	0	0	0	0	0	0	0	0	0.0821	0	0.0192	0.07304	0.0199	0.00695	0.09846	0.37123	0.00962	0	0	0	0	0.01812	0	0	0.00037	0.00084	0.0031	0.04014	0	0	0	0.0187	0	0.0015	0.00641	0.00134	5e-05	0.01808	0.0313	0	0	0	0	0	0.14523	0.02196	0.01241	0	0	0.68047	0	0.06257	0.0774	0	0.03013
117	0	0	0	0	0.00304	0	0.00092	0.02119	0	0.01323	0.07112	0	0	0.002	0	0	0.01719	0	0.02084	0.02246	0	0	6e-04	0	0.01343	0	0	0	0.00913	0	0	0	0	0	0	0	0	0.10482	0	0	0.02188	0.02673	0	0.13366	0.23382	0.01842	0	0	0	0	0.02006	0	0.00088	0	0	0.01623	0.03083	0	0	0	0.0747	0	0	0.02537	0	0	0	0.09749	0	0	0	0	0	0.10955	0.0625	0.02315	0	0	0.53929	0	0.068	0.19752	0	0.02612
118	0	0	0	0	0	0.07763	0	0.00168	0.01278	0.03185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0.62445	0	0.08217	0.02789	0.09046	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0.0286	0	0	0	0.0211	0	0	0	0	0	0	0.12394	0	0.00048	0	0	0.825	0	0.00076	0.04974	0	0.03691
119	0	0	0	0	0	0.12825	0	0.00357	0.0219	0.04259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464	0	0	0.0012	0.00051	0	0	0.00127	0	0	0	0	0	0	0	0	0.51874	0	0.04712	0.03428	0.15528	0	0	0	0	0	0	0	0.00801	0	0	0	0	0	0	0	0	0	0	0.02049	0	0	0.00097	0.01006	0	0	0.00106	0	0	0	0.1963	0	0.00636	0.00127	0	0.75546	0	0.00801	0.03152	0.00106	0.04288
120	0	0	0	0	0	0.12067	0	0.01333	0.01217	0.04517	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468	0	0.01042	0.05892	0.20392	0	0	0	0	0	0	0	0.04067	0	0	0	0	0	0	0	0	0	0	0.02067	0	0	0.00167	0.00067	0	0	0	0	0	0	0.19133	0	0.00392	0	0	0.74117	0	0.04067	0.023	0	0.03317
121	0	0	0	0	0	0.01314	0	0.09044	0.14731	0.16815	0.00416	0	0	0	0.00592	0	0.0384	0	0.0096	0.00112	0	0	0	0.00851	0	0.0159	0.02382	0	0	0	0	0.01988	0	0	0	0	0	0	0	0.05353	0	0.09713	0.10419	0.0983	0.02099	0	0	0	0	0	0	0.00613	0	0.0176	0	0.00187	0.00118	0	0	0	0	0	0.01831	0	0.00883	0.02	0.00074	0.00362	0	0	0.00126	0	0	0.4232	0.05503	0.04822	0.01988	0	0.37417	0	0.02678	0.05148	0.00126	0.03534
122	0	0	0	0	0	0.04165	0	0.10412	0.25948	0.16072	0.00128	0	0	0	0.00862	0	0.09675	0	0.02331	0	0	0	0	0.00179	0	0.0193	0.01975	0.00068	0	0	0	0.01208	0	0	0	0	0	0	0	0.02668	0	0.01122	0.08058	0.10449	0.00255	0	0	0	0	0	0	0.00883	0	0.00295	0	0.0035	0	0	0	0	0	0	0.00575	0	0.00367	0	0	0	0	0	0.00036	0	0	0.56721	0.12873	0.04151	0.01208	0	0.22549	0	0.01527	0.00942	0.00036	0.03038
123	0	0	0	0	0	0.05943	0	0.05074	0.26006	0.20354	0	0	0	0	0.01999	0	0.09324	0	0.00687	0	0	0	0	0	0	0.00688	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0.02229	0	0.02003	0.11494	0.08298	0.00907	0	0	0	0	0	0	0.01417	0	0.03243	0	0.00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57375	0.1201	0.00719	0	0	0.24936	0	0.04966	0	0	0.02865
124	0	0	0	0	0	0.18555	0	0.02755	0	0.15484	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01808	0	0.0367	0	0.02039	0	0	0	0	0	0	0	0	0	0	0	0.2342	0	0.03162	0	0.15213	0	0	0	0	0	0	0	0.0147	0	0	0	0	0	0	0	0	0	0	0.02473	0	0.00089	0	0.09894	0	0	0	0	0	0	0.36793	0	0.07496	0	0	0.41784	0	0.0147	0.12462	0	0.03743
125	0	0	0	0	0	0.30238	0	0.03357	0	0.08377	0	0	0	0	0.01775	0	0	0	0	0	0	0	0	0.011	0	0.02973	0	0.01824	0	0	0	0	0	0	0	0	0	0	0	0.26761	0	0.02348	0	0.07512	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0.01948	0	0.02444	0	0.06232	0	0	0	0	0	0	0.41971	0.01775	0.05899	0	0	0.36624	0	0.031	0.10623	0	0.05168
126	0	0	0	0	0	0.30659	0	0.04043	0	0.03212	0	0	0	0	0.01187	0	0	0	0	0	0	0	0	0.00228	0	0.00268	0	0.00867	0	0	0	0	0	0	0	0	0	0	0	0.31624	0	0.06566	0	0.09193	0	0	0	0	0	0	0	0.04662	0	0	0	0	0	0	0	0	0	0	0.01379	0	0.00571	0	0.05518	0	0	0	0	0	0	0.37919	0.01187	0.01364	0	0	0.47383	0	0.04662	0.07468	0	0.03748
127	0	0	0	0	0	0.00899	0	0.35914	0.02503	0	0.00764	0	0	0	0.00599	0	0.05296	0	0	0	0	0	0	0.0226	0	0.09122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01132	0	0.25775	0.03379	0	0	0	0	0	0	0	0	0.00335	0	0.0496	0	0	0	0	0	0	0	0	0.00167	0	0.06892	0	0	0	0	0	0	0	0	0.4008	0.05898	0.11382	0	0	0.30289	0	0.05302	0.07059	0	0.03119
128	0	0	0	0	0	0.00775	0	0.38103	0.02124	0	0.00151	0	0	0	0.00665	0	0.08555	0	0	0.00018	0	0	0	0.01117	0	0.09261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347	0	0.23737	0.03758	0	0	0	0	0	0	0	0	0.00896	0	0.04299	0	0	0	0	0	0	0	0	0.00245	0	0.05948	0	0	0	0	0	0	0	0	0.41156	0.09242	0.10376	0	0	0.27844	0	0.05196	0.06191	0	0.03569
129	0.00901	0	0	0	0	0.03788	0	0.33155	0.01937	0.00151	0.00648	0	0	0	0.01621	0	0.1076	0	0.00051	0.00323	0	0	0	0.00428	0	0.10039	0	0	0.00064	0	0	0	0	0.00276	0	0	0	0	0	0.02038	0	0.19464	0.01846	0.00046	0.00293	0	0	0	0	0	0	0.01302	0	0.05451	0	0	0.00081	0	0	0	0	0	0.00391	0	0.04936	0	0	9e-05	0	0	0	0	0.00901	0.39681	0.12755	0.1053	0	0.00276	0.23687	0	0.06834	0.05338	0	0.04006
130	0	0	0	0	0	0	0	0	0.59573	0	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20651	0	0.12778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0	0	0.00774	0	0	0	0	0	0	0	0.60259	0	0.05348	0	0	0.33417	0	0	0.00988	0	0.04877
131	0	0	0	0	0	0	0	0	0.29044	0	0.00714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27635	0.00532	0.42067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29759	0	0	0	0	0.70241	0	0	0	0	0.04526
132	0	0	0	0	0	0	0	0	0.03525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05526	0	0.90945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03525	0	0	0	0	0.96475	0	0	0	0	0.01492
133	0	0	0	0	0	0.09977	0	0	0	0.02351	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10743	0	0	0	0.0377	0	0	0	0	0	0	0	0	0	0	0	0.29849	0	0	0	0.26256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0	0	0	0.1131	0	0	0	0	0	0	0.12328	0	0.14513	0	0	0.56105	0	0	0.17054	0	0.04246
134	0	0	0	0	0	0.1625	0	0	0	0.1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04095	0	0	0	0.0072	0	0	0	0	0	0	0	0	0	0	0	0.18481	0	0	0	0.25366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13966	0	0	0	0.0218	0	0	0	0	0	0	0.35178	0	0.04814	0	0	0.43848	0	0	0.16151	0	0.05723
135	0	0	0	0	0	0.37626	0	0	0	0.25907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16385	0	0	0	0.16667	0	0	0	0	0	0	0	0.00821	0	0	0	0	0	0	0	0	0	0	0.01414	0	0	0	0	0	0	0	0	0	0	0.63517	0	0.01198	0	0	0.33052	0	0.00821	0.01414	0	0.0512
136	0	0	0	0	0	0.00493	0	0	0	0.12363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11354	0	0	0	0	0	0	0	0	0	0	0	0.11977	0	0	0	0.27725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10866	0	0.03242	0	0.21965	0	0	0	0	0	0	0.12856	0	0.11354	0	0	0.39702	0	0	0.36073	0	0.02988
137	0	0	0	0	0	0.00219	0	0	0	0.13662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0.14997	0	0	0	0	0	0	0	0	0	0	0	0.0933	0	0	0	0.24294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08771	0	0.09879	0	0.18267	0	0	0	0	0	0	0.13881	0	0.15577	0	0	0.3359	0	0	0.36948	0	0.03583
138	0	0	0	0	0	0.0016	0	0.00076	0	0.06053	0	0	0	0	0	0	0.00728	0	0	0	0	0	0	0	0	0.03294	0	0.11356	0	0	0	0	0	0	0	0	0	0	0	0.20985	0	0.01979	0	0.17491	0	0	0	0	0	0	0	0	0	0.0234	0	0	0	0	0	0	0	0	0.0723	0	0.09701	0	0.18617	0	0	0	0	0	0	0.06288	0.00728	0.14653	0	0	0.40451	0	0.0234	0.35554	0	0.04498
139	0	0	0	0	0	0.00143	0	0.00243	0.00974	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04127	0.00737	0.00529	0	0.16084	0.00171	0	0	0	0	0	0	0.00378	0	0	0	0.02822	0.11732	0.02129	0.00389	0.03641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08898	0.14457	0.01571	0	0.26265	0.04495	0	0	0	0	0	0.01628	0	0.21635	0	0	0.21079	0	0	0.55673	0	0.04448
140	0	0	0	0	0	0.00429	0.00319	0.01138	0.00015	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03284	0.00426	0.00042	0	0.18273	0.0065	0	0	0	0	0	0	0.01658	0	0	0	0.03578	0.15112	0.00307	0.0034	0.04124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03972	0.11493	0.00219	0	0.3121	0.03319	0	0	0	0	0	0.02021	0	0.22636	0	0	0.25132	0	0	0.50214	0	0.04865
141	0	0	0	0	0	0.03158	0.0042	0.00323	0.00148	0.04072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05609	0.00043	0.00056	0.00125	0.16678	0.00208	0	0	0	0	0	0	0.0385	0	0	0	0.02278	0.17683	0.00046	0.00219	0.10749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07293	0.08057	0.00049	0.00504	0.16355	0.0208	0	0	0	0	0	0.08119	0	0.22726	0	0	0.34828	0	0	0.34334	0	0.04553
142	0	0	0	0	0	0.00894	0	0	0	0.02397	0.0636	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0.00858	0.0807	0	0	0	0	0	0	0	0	0	0	0.21319	0	0	0	0.09522	0.06869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12147	0	0	0	0.16626	0.14481	0	0	0	0	0	0.09652	0	0.09348	0	0	0.37774	0	0	0.43245	0	0.04209
143	0	0	0	0	0	0.02854	0	0	0	0.01148	0.03251	0	0	0	0	0	0	0	0	0	0	0	0	0.01747	0	0.00089	0	0.01236	0.12317	0	0	0	0	0	0	0	0	0	0	0.31023	0	0	0	0.11739	0.06849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10248	0	0.00213	0	0.0728	0.09995	0	0	0	0	0	0.07248	0	0.15399	0	0	0.49654	0	0	0.27702	0	0.04199
144	0	0	0	0	0	0.01293	0	0.01588	0	0.04395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03861	0	0.01248	0	0.00824	0.01126	0	0	0	0	0	0	0	0	0	0	0.34899	0	0.00329	0	0.17073	0.05164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22074	0	0.01725	0	0.00935	0.03513	0	0	0	0	0	0.07286	0	0.07058	0	0	0.57482	0	0	0.28201	0	0.03271
145	0	0	0	0	0	0.11785	0	0	0	0.17014	0.01788	0	0	0	0	0	0	0	0.09283	0.0795	0	0	0	0.00975	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0.16806	0	0	0	0.19265	0.00257	0	0	0	0	0	0	0.00307	0	0	0	0.09037	0.01131	0	0	0	0	0	0.0017	0	0	0	0.00769	0	0	0	0	0	0	0.30581	0.17238	0.04436	0	0	0.3632	0	0.1048	0.00938	0	0.03677
146	0	0	0	0	0	0.0725	0	0	0	0.15775	0.02121	0	0	0	0	0	0	0	0.16596	0.04057	0	0	0	0	0	0	0	0.04043	0	0	0	0	0	0	0	0	0	0	0	0.14861	0	0	0	0.22546	0.00639	0	0	0	0	0	0	0	0	0	0	0.06996	0.01425	0	0	0	0	0	0	0	0	0	0.0365	0	0	0	0	0	0	0.25161	0.20668	0.04043	0	0	0.38032	0	0.08432	0.0365	0	0.05111
147	0	0	0	0	0	0.22175	0	0	0	0.08707	0.00464	0	0	0	0.0201	0	0	0	0.15944	0.02037	0	0	0	0	0	0	0	0.00646	0	0	0	0	0	0	0	0	0	0	0	0.1991	0	0	0	0.07573	6e-04	0	0	0	0	0	0	0.02092	0	0	0	0.13453	0.01802	0	0	0	0	0	0	0	0	0	0.03128	0	0	0	0	0	0	0.31339	0.20002	0.00646	0	0	0.27542	0	0.17347	0.03128	0	0.04624
